barcode,collAbbreviation,collNo_Text,collector_Text,collrTeam_Text,country,county,family,genus,herbariumCode,herbariumDetailsUrl,collectionID,infraspecies,infraspecies_Author1_Text,infraspecies_Author2_Text,photoExists,plantID,rank,species,species_Author1_Text,species_Author2_Text,Continent,Collection Date,Locality,DetDate_Text,Habitat,RepState1,RepState2,RepState3,RepState4,Type,PlDescr,Frequency,elevL,ElevH,ElevUnits,Endangered,Named_Place,LongDecL,LongDirL,LatDecL,LatDirL,SpecimenImageURL
193865,null,2,S. Petty,,USA,Pasco Co.,Alismataceae,Echinodorus,null,null,105299,null,null,null,TRUE,897,null,cordifolius,L.,Griseb.,North America,10/28/1987,"Ca. 150 ft from river, 2.5 mi. SE from Lacoochee. T[?], R[?], Sec. 29.",2000,Floodplain.,Fertile,null,null,null,null,White flower.,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/193865.jpg
149637,null,s.n.,T. F. Rochow,,USA,Sumter Co.,Alismataceae,Echinodorus,null,null,105304,null,null,null,TRUE,897,null,cordifolius,L.,Griseb.,North America,8/21/1980,"Green Swamp, near bridge on Little Withlacoochee River.",2000,Muddy banks.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/149637.jpg
15845,null,6973,G. R. Cooley,"R.J. Eaton, D.B. Ward",USA,Levy Co.,Asteraceae,Eclipta,null,null,15973,null,null,null,TRUE,3677,null,prostrata,L.,L.,North America,9/16/1959,"Yankeetown, flood banks of the Withlacoochee River.",1984,null,Flower,Fruit,null,null,null,Flower white.,null,null,null,null,FALSE,null,-82.823055,W,29.031521,N,https://cdn.plantatlas.org/img/specimens/USF/15845.jpg
161167,null,353,G. Robinson,,USA,Sumter Co.,Asteraceae,Eclipta,null,null,15984,null,null,null,TRUE,3677,null,prostrata,L.,L.,North America,9/29/1981,"Along the Little Withlacoochee River, ca. 5 mi. SE of Tarrytown.  T23S, R23E, Sec. 9, NW¼.",1984,Cypress [Taxodium] slough.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.05,W,28.55,N,https://cdn.plantatlas.org/img/specimens/USF/161167.jpg
253136,null,2552,J. M. Kunzer,"G. Dauphin, C. Eckert",USA,Polk Co.,Rubiaceae,Edrastima,null,null,45668,null,null,null,TRUE,957,null,uniflora,L.,Raf.,North America,9/26/2008,"Ca. 2.5 km SSE of FL 471 bridge over the Withlacoochee River, ca. 5.1 km NNE of the junction of FL 471 and US 98.",22-Jan-18,Mesic flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04361111,W,28.29388889,N,https://cdn.plantatlas.org/img/specimens/USF/253136.jpg
242444,null,3552,M. T. Strong,,USA,Sumter Co.,Rubiaceae,Edrastima,null,null,14691,null,null,null,TRUE,957,null,uniflora,L.,Raf.,North America,8/10/2005,"Florida National Cemetery grounds, Bushnell; ca. 9.7 km (by air) SW of Bushnell, bordering Withlacoochee State Forest.",22-Jan-18,null,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.112863,W,28.664992,N,https://cdn.plantatlas.org/img/specimens/USF/242444.jpg
104761,null,1787,P. Genelle,G. Fleming,USA,Hernando Co.,Pontederiaceae,Eichhornia,null,null,18853,null,null,null,TRUE,1319,null,crassipes,Mart.,Solms,North America,4/22/1973,In the Withlacoochee River where it enters Silver Lake.,1990,null,Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/104761.jpg
253189,null,2607,J. M. Kunzer,G. Dauphin,USA,Polk Co.,Cyperaceae,Eleocharis,null,null,54944,null,null,null,TRUE,2629,null,baldwinii,Torr.,Chapm.,North America,9/26/2008,"Ca. 1 km SSE of FL 471 bridge over the Withlacoochee River, ca. 6.3 km NNE of junction FL 471 and US 98.",null,Low spot in mesic flatwoods with limestone substrate.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.0525,W,28.30527778,N,https://cdn.plantatlas.org/img/specimens/USF/253189.jpg
138848,null,s.n.,T. F. Rochow,,USA,Pasco Co.,Cyperaceae,Eleocharis,null,null,15842,null,null,null,TRUE,2629,null,baldwinii,Torr.,Chapm.,North America,11/30/1978,Withlacoochee River E of Dade City.,null,Shallow water of river.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/138848.jpg
204693,null,282,C. vanHoek,,USA,Sumter Co.,Cyperaceae,Eleocharis,null,null,75536,null,null,null,TRUE,2874,null,microcarpa,Torr.,null,North America,6/12/1992,"Withlacoochee State Forest, Croom portion, Withlacoochee River shore, ca. 2 mi. SSE of Nobleton. T21S, R21E, Sec. 31.",16-Jul-12,null,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Hog Island Recreation Area,-82.25,W,28.6333,N,https://cdn.plantatlas.org/img/specimens/USF/204693.jpg
208183,null,363,C. vanHoek,S. Petty,USA,Citrus Co.,Cyperaceae,Eleocharis,null,null,75693,null,null,null,TRUE,598,null,montana,Kunth,Roem. & Schult.,North America,6/4/1993,"Brush Sink, near the Florida Trail in Citrus Wildlife Management Area. T20S, R18E, Sec. 32, NW¼.",1998,Marshy edge.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.45,W,28.8667,N,https://cdn.plantatlas.org/img/specimens/USF/208183.jpg
227212,null,2373,M. T. Strong,,USA,Sumter Co.,Cyperaceae,Eleocharis,null,null,75794,null,null,null,TRUE,2274,null,vivipara,Link,null,North America,5/26/2000,"N side of FL 44, 0.6 km E of junction with FL 470, 5.5 km E of Withlacoochee River (where FL 44 crossess it), and ca. 12 km W of Wildwood.",null,"Circular, marshy depression bordered by live oaks [Quercus virginiana].",Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.038974,W,28.865264,N,https://cdn.plantatlas.org/img/specimens/USF/227212.jpg
161051,null,360,G. Robinson,,USA,Sumter Co.,Asteraceae,Elephantopus,null,null,40344,null,null,null,TRUE,3141,null,carolinianus,Raeusch.,null,North America,9/29/1981,"Along Little Withlacoochee River, ca. 5 mi. SE of Tarrytown.  T23S, R23E, Sec. 9, NW¼.",null,Cypress [Taxodium] slough.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.05,W,28.55,N,https://cdn.plantatlas.org/img/specimens/USF/161051.jpg
162101,null,470,G. Robinson,,USA,Sumter Co.,Asteraceae,Elephantopus,null,null,40346,null,null,null,TRUE,3141,null,carolinianus,Raeusch.,null,North America,11/12/1981,"Along Withlacoochee River, ca. 2.75 mi. SE of Cumpressco.  T25S, R23E, Sec. 9, SW¼.",null,Low hardwood forest.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.0333,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/162101.jpg
247486,null,2575,J. M. Kunzer,"G. Dauphin, C. Eckert",USA,Polk Co.,Asteraceae,Elephantopus,null,null,40349,null,null,null,TRUE,3141,null,carolinianus,Raeusch.,null,North America,9/26/2008,"Ca. 4.5 mi. SSE of FL 471 bridge over the Withlacoochee River, ca. 3.9 km NNE of the junction of FL 471 and US 98.",null,Disturbed mesic hammock.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-81.04833333,W,28.27583333,N,https://cdn.plantatlas.org/img/specimens/USF/247486.jpg
48018,null,25452,O. K. Lakela,"J.S. Allen, G.R. Cooley, R. Lassiter, J.A. Lassiter",USA,Citrus Co.,Asteraceae,Elephantopus,null,null,40379,null,null,null,TRUE,3141,null,carolinianus,Raeusch.,null,North America,10/21/1962,"Withlacoochee River, E of Pineola.",null,"Remnants of ancient fern grottoes and primary hammock association of notably large trees; Quercus, Ulmus, and Carya spp. over outcrops, Distichum [Taxodium distichum?] in marshy borders.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.2667,W,28.6833,N,https://cdn.plantatlas.org/img/specimens/USF/48018.jpg
253050,null,2491,J. M. Kunzer,A. Franck,USA,Polk Co.,Asteraceae,Elephantopus,null,null,45642,null,null,null,TRUE,550,null,elatus,Bertol.,null,North America,9/3/2008,"Ca. 2.6 km SE of FL 471 bridge over the Withlacoochee River, ca. 5 km NNE of the junction of FL 471 and US 98.",null,Flatwoods.,Bud,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04388889,W,28.29333333,N,https://cdn.plantatlas.org/img/specimens/USF/253050.jpg
150744,null,s.n.,T. F. Rochow,,USA,Sumter Co.,Asteraceae,Elephantopus,null,null,40653,null,null,null,TRUE,550,null,elatus,Bertol.,null,North America,9/9/1980,"Green Swamp, near Little Withlacoochee River.",null,Recently burned-over pine flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/150744.jpg
161050,null,361,G. Robinson,,USA,Sumter Co.,Poaceae,Eleusine,null,null,51149,null,null,null,TRUE,1440,null,indica,L.,Gaertn.,North America,9/29/1981,"Along the Little Withlacoochee River, ca. 5 mi. SE of Tarrytown. T23S, R23E, Sec. 9, NW¼.",null,Cypress [Taxodium] slough.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.05,W,28.55,N,https://cdn.plantatlas.org/img/specimens/USF/161050.jpg
246603,null,2515,J. M. Kunzer,"A. Bard, J. Stout, A. Franck",USA,Polk Co.,Poaceae,Elionurus,null,null,50489,null,null,null,TRUE,1710,null,tripsacoides,Humb. & Bonpl. ex Willd.,null,North America,9/3/2008,"Ca. 2.15 km. SE of the FL 471 bridge over the Withlacoochee River, ca. 6.5 km NNE of the FL 471 and US 98 junction.",null,Recently burned (ca. mid-Mar 2008) flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.03694444,W,28.30472222,N,https://cdn.plantatlas.org/img/specimens/USF/246603.jpg
55973,null,26454,O. K. Lakela,,USA,Sumter Co.,Acanthaceae,Elytraria,null,null,50611,null,null,null,TRUE,3133,null,caroliniensis,J. F. Gmel.,Pers.,North America,9/21/1963,"Indian Field Ledges, W of the Withlacoochee River off FL 48.",null,"Hammock of interspersed flat limestone outcros with an overhead of magnificient oak association, ferns frequent in the understory.",Fertile,null,null,null,null,Common.,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/55973.jpg
120826,null,2108,P. Genelle,G. Fleming,USA,Pasco Co.,Orchidaceae,Encyclia,null,null,5914,null,null,null,TRUE,2477,null,tampensis,Lindl.,Small,North America,6/14/1975,Richloam Section.,1975,Epiphytic on Taxodium.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/120826.jpg
185062,null,10361,B. F. Hansen,"R.P. Wunderlin, N. Mawhinney",USA,Sumter Co.,Orchidaceae,Epidendrum,null,null,5980,null,null,null,TRUE,2332,null,conopseum,R. Br.,null,North America,4/2/1985,"Along dirt road 1 mi. NE of FL 48, ca. 1 mi. E of Withlacoochee River, 3 mi. NW of Wahoo.  T20S, R21E, Sec. 20 SE¼ of SE¼.",1985,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.1833,W,28.6833,N,https://cdn.plantatlas.org/img/specimens/USF/185062.jpg
162077,null,454,G. Robinson,,USA,Sumter Co.,Orchidaceae,Epidendrum,null,null,5979,null,null,null,TRUE,2332,null,conopseum,R. Br.,null,North America,11/12/1981,"Along Withlacoochee River, ca. 2.75 mi. SE of Cumpressco.  T25S, R23E, Sec. 9, SW¼.",1981,Low hardwood forest.,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-82.0333,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/162077.jpg
56022,null,26473,O. K. Lakela,,USA,Sumter Co.,Orchidaceae,Epidendrum,null,null,5981,null,null,null,TRUE,2332,null,conopseum,R. Br.,null,North America,9/21/1963,Indian Field Ledges W of Withlacoochee River off FL 48.,1963,Hammock of interspersed flat limestone outcrops with overhead of magnificent oak association; ferns frequent in understory.,Flower,null,null,null,null,On low oaks in hammock.,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/56022.jpg
228338,null,619,J. H. Scudder,,USA,Polk Co.,Equisetaceae,Equisetum,null,null,30606,affine,Engelm.,A. A. Eaton,TRUE,2943,var.,hyemale,L.,null,North America,1/18/1990,W side of FL 471 S of Withlacoochee River and Sumter-Pokl County line.,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/228338.jpg
253055,null,2499,J. M. Kunzer,"A. Bard, J. Stout, A.R. Franck",USA,Polk Co.,Poaceae,Eragrostis,null,null,45829,null,null,null,TRUE,1294,null,atrovirens,Desf.,Trin. ex Steud.,North America,9/3/2008,"Ca. 4.4 km SSE of FL 471 bridge over Withlacoochee River, ca. 4 km NE of junction FL 471 and US 98.",null,Edge of unpaved road traversing flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.0325,W,28.27666667,N,https://cdn.plantatlas.org/img/specimens/USF/253055.jpg
247502,null,2535,J. M. Kunzer,"G. Dauphin, C. Eckert",USA,Polk Co.,Poaceae,Eragrostis,null,null,49688,null,null,null,TRUE,962,null,elliottii,S. Watson,null,North America,9/26/2008,"Ca. 2.5 km SSE of FL 471 bridge over the Withlacoochee River, ca. 5.1 km NNE of junction FL 471 and US 98.",null,Disturbed area in flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04527778,W,28.29388889,N,https://cdn.plantatlas.org/img/specimens/USF/247502.jpg
232014,null,2915,M. T. Strong,,USA,Sumter Co.,Poaceae,Eragrostis,null,null,49817,null,null,null,TRUE,962,null,elliottii,S. Watson,null,North America,10/22/2001,"NW of FL 44, 1.6 km W of the junction with C-475, ca. 9 km ENE of the Withlacoochee River (where FL 44 crosses it), and 9.6 km W of Wildwood.",Apr-02,Longleaf pine [Pinus palustris] / turkey oak [Quercus laevis] sandhills.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.038974,W,28.865264,N,https://cdn.plantatlas.org/img/specimens/USF/232014.jpg
178420,null,s.n.,T. F. Rochow,,USA,Pasco Co.,Poaceae,Eragrostis,null,null,49664,null,null,null,TRUE,962,null,elliottii,S. Watson,null,North America,10/10/1983,"Not far from River Road and Withlacoochee River. T24S, R22E, Sec. 32.",null,Sandhill.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/178420.jpg
253138,null,2556,J. M. Kunzer,"G. Dauphin, C. Eckert",USA,Polk Co.,Poaceae,Eragrostis,null,null,49489,null,null,null,TRUE,963,null,refracta,Muhl.,Scribn.,North America,9/26/2008,"Ca. 2.5 km SSE of FL 471  bridge over the Withlacoochee River, ca. 5.1 km NNE of junction FL 471 and US 98.",15-Nov-17,Mesic flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04361111,W,28.29388889,N,https://cdn.plantatlas.org/img/specimens/USF/253138.jpg
122570,null,2141,P. Genelle,G. Fleming,USA,Pasco Co.,Asteraceae,Erechtites,null,null,15780,null,null,null,TRUE,907,null,hieraciifolius,L.,Raf. ex DC.,North America,6/28/1975,"Richloam section, S of Slaughter.",null,Wet roadside ditch.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.0667,W,28.4667,N,https://cdn.plantatlas.org/img/specimens/USF/122570.jpg
192405,null,78,C. vanHoek,,USA,Citrus Co.,Poaceae,Eremochloa,null,null,28284,null,null,null,TRUE,1358,null,ophiuroides,Munro,Hack.,North America,9/19/1987,"Citrus Wildlife Management Area, along the hiking trail. T20S, R19E, Sec. 20.",null,null,Fruit,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.45,W,28.8667,N,https://cdn.plantatlas.org/img/specimens/USF/192405.jpg
9515,null,6980,G. R. Cooley,"R.J. Eaton, D.B. Ward",USA,Levy Co.,Asteraceae,Erigeron,null,null,16756,null,null,null,TRUE,2946,null,canadensis,L.,null,North America,9/16/1959,"Yankeetown, on off-shore island at the mouth of the Withlacoochee River.",Jun-22,null,Flower,null,null,null,null,Phyllaries purple-tipped.,null,null,null,null,FALSE,null,-82.823055,W,29.031521,N,https://cdn.plantatlas.org/img/specimens/USF/9515.jpg
120696,null,2187,P. Genelle,G. Fleming,USA,Pasco Co.,Asteraceae,Erigeron,null,null,16738,null,null,null,TRUE,2946,null,canadensis,L.,null,North America,8/9/1975,Clay Sink Road.,Jun-22,null,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/120696.jpg
184984,null,10383,B. F. Hansen,"R.P. Wundelrin, N. Mawhinney",USA,Sumter Co.,Asteraceae,Erigeron,null,null,41202,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,4/2/1985,"Along dirt road 1 mi. NE of FL 48, ca. 1 mi. E of Withlacoochee River, 3 mi. NW of Wahoo.  T20S, R21E, Sec. 20, SE¼ of SE¼.",null,null,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.1833,W,28.6833,N,https://cdn.plantatlas.org/img/specimens/USF/184984.jpg
4203,null,5709,G. R. Cooley,"J. Monachino, R.J. Eaton",USA,Sumter Co.,Asteraceae,Erigeron,null,null,41477,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,3/25/1958,Upper flood banks of Withlacoochee River.,null,null,Flower,null,null,null,null,"Flower heads nodding when young; rays clear white or lavender, disk flowers yellow.",null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/4203.jpg
258785,null,9766,L. Baltzell,,USA,Pasco Co.,Asteraceae,Erigeron,null,null,60606,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,5/19/1977,"Along FL 471 near the Withlacoochee River, 7.5 mi. NE of Zephyrhills.",null,Moist roadside.,Flower,null,null,null,null,Several scattered plants; flowers white.,null,null,null,null,FALSE,null,-82.181195,W,28.23362,N,https://cdn.plantatlas.org/img/specimens/USF/258785.jpg
258779,null,9763,L. Baltzell,,USA,Polk Co.,Asteraceae,Erigeron,null,null,60608,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,5/19/1977,"Along FL 471 near the Withlacoochee River, 12 mi. NW of Providence.",null,Moist roadside.,Flower,Fruit,null,null,null,Several plants; flowers white.,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/258779.jpg
104809,null,1805,P. Genelle,G. Fleming,USA,Hernando Co.,Asteraceae,Erigeron,null,null,41516,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,5/6/1973,Richloam section; forest road S of FL 50.,null,"Sandy, shade.",Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.1,W,28.5,N,https://cdn.plantatlas.org/img/specimens/USF/104809.jpg
104753,null,1788,P. Genelle,G. Fleming,USA,Hernando Co.,Asteraceae,Erigeron,null,null,41517,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,4/22/1973,Croom section; edge of river where it enter Silver Lake.,null,"Damp, shaded.",Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.227588,W,28.587772,N,https://cdn.plantatlas.org/img/specimens/USF/104753.jpg
104643,null,1724,P. Genelle,G. Fleming,USA,Citrus Co.,Asteraceae,Erigeron,null,null,41135,null,null,null,TRUE,1019,null,quercifolius,Lam.,null,North America,4/15/1973,FL 480 and FL 491.,null,"Roadside ditch, sandy, full sun.",Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/104643.jpg
120716,null,2193,P. Genelle,G. Fleming,USA,Pasco Co.,Asteraceae,Erigeron,null,null,41546,null,null,null,TRUE,3041,null,strigosus,Muhl. ex Willd.,null,North America,8/9/1975,Clay Sink Road.,null,Old railroad bed; dry sandy soil.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/120716.jpg
104738,null,1765,P. Genelle,G. Fleming,USA,Hernando Co.,Asteraceae,Erigeron,null,null,41558,null,null,null,TRUE,3041,null,strigosus,Muhl. ex Willd.,null,North America,4/22/1973,Croom section; forest road to Silver Lake Recreation Area.,null,"Dry, sandy, partial shade.",Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.227588,W,28.587772,N,https://cdn.plantatlas.org/img/specimens/USF/104738.jpg
104635,null,1748,P. Genelle,G. Fleming,USA,Citrus Co.,Asteraceae,Erigeron,null,null,41559,null,null,null,TRUE,3041,null,strigosus,Muhl. ex Willd.,null,North America,4/15/1973,Forest Road 13.,null,Sandy.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/104635.jpg
27753,null,8036,G. R. Cooley,"A.S. Pease, O. Lakela",USA,Sumter Co.,Asteraceae,Erigeron,null,null,41980,null,null,null,TRUE,3517,null,vernus,L.,Torr. & A. Gray,North America,4/6/1961,Withlacoochee Development Project.,null,Scattered through longleaf pine [Pinus palustris] - oak forest.,Flower,null,null,null,null,"Basal leaves rather succulent; ray flowers white, disk yellow.",null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/27753.jpg
252940,null,2342,J. M. Kunzer,,USA,Polk Co.,Asteraceae,Erigeron,null,null,45383,null,null,null,TRUE,3517,null,vernus,L.,Torr. & A. Gray,North America,4/3/2008,"Ca. 1.2 km SE of the FL 471 bridge over the Withlacoochee River, ca. 6 km NNE of the junction of FL 471 and US 98.",Mar-10,Poorly drained flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04944444,W,28.3025,N,https://cdn.plantatlas.org/img/specimens/USF/252940.jpg
258791,null,9552,L. Baltzell,,USA,Sumter Co.,Asteraceae,Erigeron,null,null,60765,null,null,null,TRUE,3517,null,vernus,L.,Torr. & A. Gray,North America,5/1/1977,"Along the Little Withlacoochee River Road, 0.7 mi. NW of FL 50, 4.2 mi. SW of Tarrytown.",null,null,Flower,Fruit,null,null,null,Several plants; flowers white.,null,null,null,null,FALSE,null,-82.05,W,28.55,N,https://cdn.plantatlas.org/img/specimens/USF/258791.jpg
122571,null,2169,P. Genelle,G. Fleming,USA,Sumter Co.,Asteraceae,Erigeron,null,null,41900,null,null,null,TRUE,3517,null,vernus,L.,Torr. & A. Gray,North America,6/28/1975,Cabbage Head Road.,null,"Roadside, wet pinelands.",Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/122571.jpg
27386,null,8044,G. R. Cooley,"A.S. Pease, O. Lakela",USA,Sumter Co.,Eriocaulaceae,Eriocaulon,null,null,102471,null,null,null,TRUE,834,null,compressum,Lam.,null,North America,4/6/1961,Withlacoochee Development Project.,null,Wet pinelands.,Flower,null,null,null,null,Abundant.,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/27386.jpg
216427,null,16393,S. L. Orzell,E.L. Bridges,USA,Sumter Co.,Eriocaulaceae,Eriocaulon,null,null,102500,null,null,null,TRUE,834,null,compressum,Lam.,null,North America,4/29/1991,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",null,Wet marly pine flatwoods and cypress [Taxodium] pond edges. Soils - Vero (Alfic Haplaquods).,Flower,null,null,null,null,null,null,90,92,ft,FALSE,Withlacoochee State Forest,-82.03611111,W,28.45833333,N,https://cdn.plantatlas.org/img/specimens/USF/216427.jpg
300146,null,1216,C. F. Caudle,"M.L. Gilbert, M.S. Tisdale",USA,Pasco Co.,Eriocaulaceae,Eriocaulon,null,null,235327,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,5/25/1963,Withlacoochee River; Two-Rivers Ranch.,2018,Pine flatwoods.,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/300146.jpg
253170,null,2599,J. M. Kunzer,G. Dauphin,USA,Polk Co.,Eriocaulaceae,Eriocaulon,null,null,102709,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,9/26/2008,"Ca. 1 km SSE of FL 471 bridge over the Withlacoochee River, ca. 6.3 km NNE of junction FL 471 and US 98.",null,Hydric hammock downslope from mesic flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.05333333,W,28.30611111,N,https://cdn.plantatlas.org/img/specimens/USF/253170.jpg
122480,null,2116,P. Genelle,G. Fleming,USA,Pasco Co.,Eriocaulaceae,Eriocaulon,null,null,102694,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,6/14/1975,Withlacoochee State Forest.,null,"Edge of swamp, sandy soil.",Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,W,28.465832,N,https://cdn.plantatlas.org/img/specimens/USF/122480.jpg
105101,null,1864,P. Genelle,G. Fleming,USA,Hernando Co.,Eriocaulaceae,Eriocaulon,null,null,102697,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,5/20/1973,"Withlacoochee State Forest, Richloam section, Yankee Swamp.",null,"Full sun, muck.",Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.1,W,28.5,N,https://cdn.plantatlas.org/img/specimens/USF/105101.jpg
122548,null,2155,P. Genelle,G. Fleming,USA,Sumter Co.,Eriocaulaceae,Eriocaulon,null,null,102706,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,6/28/1975,"Withlacoochee State Forest, Cabbage Head Road.",null,Lake edge.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,W,28.35,N,https://cdn.plantatlas.org/img/specimens/USF/122548.jpg
229092,null,19766,S. L. Orzell,E.L. Bridges,USA,Pasco Co.,Eriocaulaceae,Eriocaulon,null,null,102786,null,null,null,TRUE,3553,null,decangulare,L.,null,North America,6/29/1992,"N of Center Grade Road, 0.5 mi. W of Sumter County line and FL 471, ca. 1.1 mi. SSE of Clay Sink, ca. 9.5 air mi. NE of Dade City. T32S, R22E, Sec. 25, SW¼ of NE¼.",null,Wetland pine savanna and cypress [Taxodium] pond edges. Soils - Smyrna (Aeric Haplaquods).,Flower,null,null,null,null,null,null,85,90,ft,FALSE,Withlacoochee State Forest,-82.06111111,W,28.45805556,N,https://cdn.plantatlas.org/img/specimens/USF/229092.jpg
